"col_sums","y_1"
76.8147636401035,-1.37249757387331
77.1274197017023,-1.36852754889599
77.1529466087337,-1.36820215259082
77.8662072236548,-1.3590296331892
78.1650481939442,-1.35513833060636
78.5602823027308,-1.34994547557768
78.8578073970881,-1.3460000206954
78.8945370140493,-1.34551071673209
79.82266342259,-1.33297388926516
80.3227212553433,-1.32607215974324
81.1254335883773,-1.3147540563815
81.175242330675,-1.31404139304848
81.4035369785279,-1.31075859710851
81.5464748338661,-1.30868923362413
81.6772883815713,-1.30678572495172
82.1021812831093,-1.30053680621641
83.132759472576,-1.28492137373215
83.1647178911643,-1.28442585288381
83.5172006268731,-1.2789116729005
83.5464048229862,-1.27845068531468
83.6797370158314,-1.27633776956458
83.7935909816431,-1.27452259906115
84.1757194159548,-1.26835375232857
84.5328011777915,-1.26247648303031
84.613919069226,-1.26112531647645
84.8964343551112,-1.25637082061287
85.1169055021547,-1.25260570018293
85.2261418905474,-1.25072161305284
85.5203048795614,-1.24558379080206
85.7384505210104,-1.24171031669106
85.7583118707562,-1.2413548582746
85.7606650966351,-1.24131271113109
85.8288374450722,-1.24008880298345
86.0326705835671,-1.23639496813674
87.1344984278618,-1.21542165359652
87.3496615862935,-1.21109836768794
87.6199379314577,-1.20554485789917
87.6835057775215,-1.20421764517726
87.8496495898586,-1.200708797861
87.8794635681879,-1.20007284442722
87.9222099797755,-1.19915759495978
87.9718041434675,-1.19809057863774
88.2864276690792,-1.1911861888597
88.2935999036252,-1.19102594414835
88.3010212000565,-1.19085999550066
88.4098148771704,-1.18841072323431
88.5538697995755,-1.18511837513867
88.7759711857955,-1.17992511148879
89.2938515395341,-1.16718808157966
89.5320087783403,-1.16098738736842
90.0163675843388,-1.14754806927975
90.1490774041591,-1.14363663737641
90.3375837339001,-1.13787923257486
90.3461602033451,-1.13761121007035
90.3813703327427,-1.13650499245108
90.5528481910549,-1.13097478931876
90.6841111592672,-1.12656587893635
90.7645788346762,-1.12377903832382
91.0428080262375,-1.11356620040764
91.2529026357532,-1.10512461377554
91.2757269926169,-1.10416133393535
91.3718536743285,-1.09998924547203
91.3804681692849,-1.0996056882652
91.4039384624444,-1.09855207312309
91.4952637846625,-1.09432418245279
91.5227662978186,-1.09300768926679
91.5349083090352,-1.09241959963555
91.6080944812627,-1.08877916896881
91.6159955533377,-1.08837572570074
91.7033258371762,-1.08376449748149
91.7739281788978,-1.07980554152296
91.821176001283,-1.07702005360697
91.9226420856082,-1.07058515934941
91.9495942092419,-1.0687511070203
91.9675766812095,-1.06749303604899
91.9882427973621,-1.0660102526213
92.1282486784369,-1.05458729838686
92.1540850155445,-1.05211333271266
92.1547791401159,-1.05204468248558
92.1820155939699,-1.04924727373241
92.1871314254082,-1.04869709597265
92.2170574496948,-1.04528886199102
92.2288197385388,-1.04384479580711
92.231298411288,-1.04353163884882
92.3109253934533,-1.03066128248608
92.3299813757862,-1.02570959745443
92.3322399647809,-1.02498163934265
92.3450325109405,-1.01933477082087
92.3480057242816,-1.01685233266967
92.3483099029933,-1.01648278026105
92.3491915666802,-1.01494187625046
92.3394387723433,-1.004801753145
92.3328981293862,-1.00230590597049
92.3293626291202,-1.0011646298861
92.3188445460783,-0.998265374009242
92.2710513553026,-0.989092358011219
92.2607834638545,-0.987540066970032
92.2472896787698,-0.985630795242159
92.2181980396345,-0.981903211433227
92.2092188205933,-0.980838132978204
92.186428965047,-0.978278556628365
92.1598403812367,-0.975508630268636
92.1281046296115,-0.972445118852322
92.0622695652156,-0.966721701369646
91.9392131333251,-0.957562042390385
91.9380954709944,-0.957485650719046
91.8904890159936,-0.954322295972942
91.8858524541085,-0.954023096228189
91.6907786238715,-0.942556168703192
91.6676491547956,-0.941315595018397
91.6218652817444,-0.938919761378888
91.6109510945237,-0.938359712366769
91.5586140012386,-0.935729119875882
91.2014323553853,-0.919690184587466
91.1420991046306,-0.917278570834504
90.9922208421731,-0.911433163689611
90.9064919643095,-0.908231094085782
90.9041935343105,-0.908146540880428
90.8355938000679,-0.905652418161604
90.8064286960305,-0.904608752243314
90.7642157766375,-0.903115026325022
90.7354751165256,-0.902109066532953
90.668223358358,-0.89978864474382
90.5487596906371,-0.895775140496113
90.3573510188011,-0.889604383257558
90.3345633727247,-0.888889200510499
90.3113976204793,-0.888166140243831
90.0743998727236,-0.880984702985272
90.0331427987283,-0.879771987754896
89.8829105268963,-0.875441268891065
89.7864688889495,-0.872727493540795
89.3508468792921,-0.861035418953904
89.2784745951759,-0.859173254731543
89.1260521194951,-0.855318061391342
89.1105141126164,-0.854929945497769
88.9320062217152,-0.850532465360716
88.8573621736473,-0.848725771866689
88.7664836819384,-0.846550436920613
88.7025723855407,-0.845036066421177
88.4964595255787,-0.840234919042098
88.4114651741091,-0.838290092560126
87.8100884180701,-0.825050802884442
87.4208678691343,-0.816910630336906
87.2280498803509,-0.812987095601259
87.0360674797696,-0.809146756660948
86.7395829607272,-0.803337294407643
86.5376426681546,-0.799459299683904
86.1275158235193,-0.791764570595641
85.4731879229762,-0.779939641010495
84.5526886903961,-0.764108174110161
84.1993464160975,-0.758247469237851
83.7001865133535,-0.750149197485413
83.1266737306558,-0.741083584301943
83.0912027607536,-0.740530720396188
82.1568977899277,-0.726268433269874
82.0083394810032,-0.724050695968295
81.9353143352211,-0.722965264774781
81.6982170921938,-0.719462013465345
81.4214283738332,-0.715411522436014
81.2317648140563,-0.712659528259567
80.9531573465491,-0.70865035353971
80.3614354103862,-0.700260456938712
80.1520656651724,-0.697330464586733
79.4934556265666,-0.688236430280629
78.5941271121915,-0.676096176822045
78.5904916969062,-0.676047707505975
77.5884496288723,-0.662859211808166
77.4596646302155,-0.661187781321419
76.9981003783599,-0.655238669473049
76.3327822416331,-0.646771300789042
75.9467518218017,-0.641913340748124
75.8920739848772,-0.641228375729735
75.203702349218,-0.63266836399901
75.078085367025,-0.631118553396566
74.9984826351372,-0.630138338959489
74.8407880564092,-0.628200787202349
74.1863518107606,-0.620218559080956
73.0246073672719,-0.606264877446711
73.020057682552,-0.606210738925095
72.2363852159348,-0.596940435884969
72.1709862030095,-0.596171594471822
72.0921352505726,-0.595245556320522
71.060164737214,-0.583217275664948
70.1721434035911,-0.572993015910762
70.1107975377701,-0.572290709443973
69.2228041037869,-0.562178732093974
68.4267212222065,-0.553193849805235
68.3391827505109,-0.552210193558485
68.1743009385055,-0.550359680829812
67.9726967370125,-0.548100926897081
67.5319634972189,-0.543177484051751
67.0498354595862,-0.537813392018443
65.2194326006713,-0.51763374252214
64.0555800236154,-0.504933821453141
63.1938510936156,-0.495585434980464
62.8089291758863,-0.491422944488957
62.3880296865884,-0.486879972862796
61.4311696130476,-0.476582179393882
61.1175238143591,-0.473214863883483
58.716607344186,-0.44754069310821
56.9460833360848,-0.42868231363017
55.9877442133799,-0.418485289825376
55.1422099426213,-0.409488466689313
54.4186966226132,-0.401786730549376
53.7409829138605,-0.394567438237185
53.192845218764,-0.388723406166929
52.9622131514847,-0.386262863685325
52.6874642917182,-0.383330231068278
52.1487984485033,-0.377575599315513
51.4700090444718,-0.370313266516597
51.4517958332018,-0.370118222168809
50.9342213727508,-0.364571197446657
50.7332454550166,-0.362414889274141
50.4752954053304,-0.35964521772469
50.2223646921434,-0.356927071612661
50.1571801495758,-0.356226165975087
49.7286227607772,-0.351613858117514
49.6602734005046,-0.350877561632709
48.7021015910009,-0.340533954862447
48.4881064528566,-0.338217974705961
48.358039176222,-0.336809197985001
48.0013430283844,-0.33294131745818
47.9070090323583,-0.331917274876833
47.2902457624843,-0.325209924824657
46.7835525056264,-0.319683121679314
45.844603148226,-0.309398900597611
45.1072410828002,-0.301280699863191
44.5159674271188,-0.294742084584532
43.8254689202824,-0.287071506439762
42.3629635740423,-0.270690454381279
40.0490509167884,-0.244347459930264
39.6369562896169,-0.239594529066042
39.0871854336114,-0.233222194372514
38.4401724218382,-0.225674637843161
38.2473540363181,-0.223414943433385
37.8045165490602,-0.21820648363688
36.9275918228619,-0.207812513612685
35.8580708631389,-0.194983026480014
33.4418579051052,-0.165310414923266
32.4222983159944,-0.152469655043584
31.7158103838076,-0.143448712532188
28.4042263048036,-0.0996391480087898
27.0256494975395,-0.0805522426153638
25.6653051203589,-0.0611463101123587
25.0240936600489,-0.0517837348187582
24.1142250733383,-0.0382418586048897
21.3286587822083,0.00533946769777172
21.1575772518505,0.00813303736706605
21.1043573549207,0.00900507951986551
20.5486657635591,0.018198221822661
20.3456235854298,0.0215982904537422
19.4054401730996,0.0376447955878946
16.4433296929219,0.091960074673416
15.8096828892486,0.104452808470861
14.9995126112576,0.120956669996239
14.3273849638955,0.13514252422933
13.5120374609879,0.153016289714368
13.0402213706533,0.16372357935934
12.9295937097015,0.166275422691476
11.7896483190583,0.193566383938448
11.7162407433404,0.195390416870656
10.9246786544439,0.21562923715146
10.1338746951839,0.236994893015048
5.89131289470541,0.381270866568185
5.17263958131264,0.413633634420474
0.69690186510751,0.839233590886085
