"col_sums","y_1"
0.518765857823252,-2.89819313568736
2.35454010584235,-2.60208047133202
3.14187325745261,-2.53893617210023
6.23851493827025,-2.37681026657531
9.35516459032742,-2.27101718276563
9.4377708242769,-2.26862072032332
11.9760645147645,-2.20181140414045
12.234689001031,-2.19563011897319
12.4272826007537,-2.19109033864881
14.1351994130381,-2.15295705264762
14.5026229691025,-2.14520119355048
15.1156041836934,-2.13257341120737
16.9518051684254,-2.0968178875991
17.0087179373851,-2.09575442700042
18.2632813524967,-2.0729168373815
18.9243930921553,-2.06131543331674
20.7375049742747,-2.03084502625396
21.8645174043199,-2.01278751434608
22.1241638217071,-2.00871378710462
24.5356634602085,-1.97225798226355
27.7651504590187,-1.92673994935274
28.0506275799558,-1.92287045128252
28.4386168971378,-1.91764757563474
28.8137131212116,-1.91263676741482
30.2792188619131,-1.89340231921425
31.6593433865177,-1.87574873508462
32.0924231364574,-1.87029379800405
32.2193028655511,-1.86870296132283
32.8316631157835,-1.86107028510337
33.1769208238785,-1.85679900091403
33.3062850680703,-1.85520440634202
34.242337238643,-1.84375738713228
34.4436007927375,-1.8413164001527
35.2034722922724,-1.83216216481867
35.2636532662849,-1.83144122639896
36.0282620393894,-1.82233155835643
36.3866384998642,-1.81809277159258
37.1396759547149,-1.80924748702969
38.3128604320648,-1.79562380458812
38.7873045236217,-1.7901652857642
38.8683722964009,-1.7892354035912
39.6747283907089,-1.78002924066754
41.0875050771647,-1.76407729572847
42.1519201619885,-1.75219551645285
43.570337556127,-1.73652567843066
45.7786283394229,-1.71245282585616
45.9461867712815,-1.71064042761731
46.513548680534,-1.70451692509928
47.6049442994879,-1.6927917776409
48.7327813472938,-1.68074210184231
48.8057661279614,-1.67996445966241
50.024886301118,-1.66700875724624
50.1896536913583,-1.6652622929695
51.3213766154533,-1.65329165880697
52.3424648740231,-1.64252340317834
53.7652627717878,-1.62755621551169
54.8915729853513,-1.61572777913444
55.4584931835918,-1.6097773979102
55.8402938096173,-1.60577047663006
56.0568648733991,-1.60349760011564
58.0454841070605,-1.58261441318592
58.0915050530253,-1.58213061396272
58.2437716436837,-1.58052965494335
58.4870225939,-1.57797124477799
58.5655814152751,-1.57714476557453
59.7093021460351,-1.56509701633801
60.1780998958633,-1.56014899993788
61.1075674343461,-1.55031781431602
61.2447433506391,-1.54886422874568
62.1111223607146,-1.53966570869245
63.2331279633922,-1.52770067869365
64.0730143151632,-1.51869879810987
64.2472646156187,-1.51682576529549
64.2799313029573,-1.51647440980621
64.5843769553689,-1.51319646639432
64.6247912947155,-1.51276085895307
65.8971094445836,-1.49898653179461
66.1947105251826,-1.4957464471713
66.4083252353635,-1.49341616017057
67.1912392327967,-1.4848408635185
67.9348368856379,-1.47664212646453
68.4812943337732,-1.47058055809848
68.6063465472881,-1.46918883223855
69.3402951712985,-1.46098425712144
69.3481741280978,-1.46089583259639
69.7045739612711,-1.45688794223475
69.9556477676251,-1.45405480362251
70.3478682501585,-1.44961231227676
70.8827105577992,-1.44352024325826
72.5829255358151,-1.42386522442902
72.601682765414,-1.4236457228009
73.0784317752278,-1.41804556175305
73.3403995756248,-1.41495053974509
73.598150428027,-1.41189255398527
74.8409707908688,-1.39695738694753
75.4558928300322,-1.38944156406532
76.3850017345141,-1.37790934111777
